"","X.1","date","X","dfc","hp","dfc_bin","hp_bin","dfc_bin_med","hp_bin_med","dfc_na","dfc_na_bin_arg","di","cow","period","treat","herd","diff_calv","DIM","WIM","calendar_day","calendar_week","wean","weanspot","heat","sexcalf","lactnr","lactation","contacttime","contactbouts","contact_meantimeBout","calfcontacttries","bedding","healthstate","milkingstart_mo","milkingend_mo","milkingstart_ev","milkingend_ev","milkingstart","milkingend","milkingduration_mo","milkingduration_ev","in_calvingpen","calvingpen_out","pasture","dayclass"
"983",983,"2021-03-14",58,0,0,0,0,0,0,0,0,-0.00498979360399186,12156,1,1,0,73,74,11,84,13,0,NA,0,"m",2,2,NA,NA,NA,NA,0,0,-1.14285000165304,-29.142850001653,0,-8.28571666876475,1.14285000165304,37.4285666704178,-28,-8.28571666876476,0,72,0,0
"984",984,"2021-03-15",59,0,0,0,0,0,0,0,0,0.159002705385469,12156,1,1,0,74,75,11,85,13,0,NA,0,"m",2,2,NA,NA,NA,NA,1,0,0.142850001653035,-35.5714333295822,-1,34.7142833312353,1.14285000165304,70.2857166608175,-35.7142833312352,35.7142833312352,0,73,0,1
"985",985,"2021-03-16",60,0,0,0,0,0,0,0,0,0.00728529646370646,12156,1,1,0,75,76,11,86,13,0,NA,0,"m",2,2,NA,NA,NA,NA,0,0,2.71428333123525,49.2857166687647,1.42856667041779,3.71428333123525,4.14285000165304,53,46.5714333375295,2.28571666081746,0,74,0,0
"986",986,"2021-03-17",61,0,0,0,0,0,0,0,0,0.366190127548071,12156,1,1,0,76,77,12,87,13,0,NA,0,"m",2,2,NA,NA,NA,NA,0,0,1.85714999834696,3.85714999834696,2.14285000165304,-4.71428333123525,4,8.57143332958221,2,-6.85713333288828,0,75,0,0
"987",987,"2021-03-18",62,0.131100491523579,0.0525335880908416,0,0,0,0,0.131100491523579,0,0.145257301808067,12156,1,1,0,77,78,12,88,13,0,NA,0,"m",2,2,NA,NA,NA,NA,1,0,0.142850001653035,-6.42856667041779,0.71428333123525,-16.7142833312353,0.857133332888285,23.142850001653,-6.57141667207082,-17.4285666624705,0,76,0,1
"988",988,"2021-03-19",63,0.153109084803979,0.0631901358147999,0,0,0,0,0.153109084803979,0,-0.568300791407322,12156,1,1,0,78,79,12,89,13,0,NA,0,"m",2,2,NA,NA,NA,NA,0,0,-0.28571666876475,-22.2857166687647,1.14285000165304,6.71428333123525,1.42856667041779,29,-22,5.57143332958222,0,77,0,0
"989",989,"2021-03-20",64,0.166113092140972,0.0633603261597551,0,0,0,0,0.166113092140972,0,0.731968625865168,12156,1,1,0,79,80,12,90,13,0,NA,0,"m",2,2,NA,NA,NA,NA,0,0,-3.33333333333333,-37.7142833312353,3.57143332958221,-6.71428333123525,6.90476666291555,44.4285666624705,-34.3809499979019,-10.2857166608175,0,78,0,0
"990",990,"2021-03-21",65,1,0.169623320121375,1,1,1,1,1,1,-0.335810432992698,12156,1,1,0,80,81,12,91,14,0,NA,0,"m",2,2,NA,NA,NA,NA,0,0,-3.33333333333333,-26.857149998347,3,2.28571666876475,6.33333333333333,29.1428666671117,-23.5238166650136,-0.714283331235237,0,79,0,0
"991",991,"2021-03-22",66,1,0.0920797312340264,1,1,1,1,1,1,0.432536517868706,12156,1,1,0,81,82,12,92,14,0,NA,0,"m",2,2,NA,NA,NA,NA,1,0,12.3333333333333,14.857149998347,8.14285000165304,-1.57143332958221,20.4761833349864,16.4285833279292,2.52381666501364,-9.71428333123524,0,80,0,1
"992",992,"2021-03-23",67,1,0.065390202057165,1,0,1,0,1,1,-0.0689051045228011,12156,1,1,0,82,83,12,93,14,0,NA,0,"m",2,2,NA,NA,NA,NA,0,0,22.3333333333333,46.857149998347,16,21.857149998347,38.3333333333333,68.7142999966939,24.5238166650136,5.85714999834696,0,81,0,0
"993",993,"2021-03-24",68,NA,0,NA,0,0,0,0,0,0.0584025559105431,12156,1,1,0,83,84,13,94,14,0,NA,0,"m",2,2,NA,NA,NA,NA,0,0,29,14,24.2857166687647,1.71428333123525,53.2857166687647,15.7142833312353,-15,-22.5714333375295,0,82,0,0
"994",994,"2021-03-25",69,0.115571220039375,0.0903142233391565,0,1,0,1,0.115571220039375,0,0.26687765390671,12156,1,1,0,84,85,13,95,14,0,NA,0,"m",2,2,NA,NA,NA,NA,1,0,41.3333333333333,30.4285666704178,32.7142833312353,54.2857166687647,74.0476166645686,84.7142833391825,-10.9047666629156,21.5714333375295,0,83,0,1
"995",995,"2021-03-26",70,0.0518956171571475,0.0423320568576608,0,0,0,0,0.0518956171571475,0,-0.0534980057001973,12156,1,1,0,85,86,13,96,14,0,NA,0,"m",2,2,NA,NA,NA,NA,0,0,NA,0.71428333123525,41.4285666704178,26.2857166687647,NA,27,NA,-15.142850001653,0,84,0,0
"996",996,"2021-03-27",71,0.0512606823912591,0.0418189470754961,0,0,0,0,0.0512606823912591,0,0.0623378420451794,12156,1,1,0,86,87,13,97,14,0,NA,0,"m",2,2,NA,NA,NA,NA,0,0,48.4285666704178,12.4285666704178,52,77.5714333295822,100.428566670418,90,-36,25.5714333295822,0,85,0,0
"997",997,"2021-03-28",72,0.0509722976203113,0.0415926003893085,0,0,0,0,0.0509722976203113,0,0.0283505154639175,12156,1,1,0,87,88,13,98,15,0,NA,0,"m",2,2,NA,NA,NA,NA,0,0,-0.571433329582214,-15,-0.857149998346964,21.142850001653,1.42858332792918,36.142850001653,-14.4285666704178,22,0,86,0,0
"998",998,"2021-03-29",73,0.0513148042925389,0.0418815375844407,0,0,0,0,0.0513148042925389,0,0.434488421744129,12156,1,1,0,88,89,13,99,15,0,NA,0,"m",2,2,NA,NA,NA,NA,0,0,-1.85714999834696,73.142850001653,4.14285000165304,6.14285000165304,6,79.2857000033061,75,2,0,87,0,0
"1074",1074,"2021-02-24",31,1,0.0929451219769708,1,1,1,1,1,1,0.242024202420242,12180,1,1,1,58,59,9,66,10,0,NA,0,"m",2,2,NA,NA,NA,NA,1,0,-4,-5.42856667041779,5.28571666876475,-2.85714999834696,9.28571666876475,8.28571666876475,-1.42856667041778,-8.14286666711172,0,57,0,1
"1075",1075,"2021-02-25",32,1,0.154326611617206,1,1,1,1,1,1,0.363542958370239,12180,1,1,1,59,60,9,67,10,0,NA,0,"m",2,2,NA,NA,NA,NA,0,0,-5,-3,8.42856667041779,33.4285666704178,13.4285666704178,36.4285666704178,2,25,0,58,0,0
"1076",1076,"2021-02-26",33,1,0.118961809093979,1,1,1,1,1,1,0.295154185022026,12180,1,1,1,60,61,9,68,10,0,NA,0,"m",2,2,NA,NA,NA,NA,1,0,-2.83333333333333,1.28571666876475,6.71428333123525,-12.7142833312352,9.54761666456858,14,4.11905000209808,-19.4285666624705,0,59,0,1
"1077",1077,"2021-02-27",34,1,0.125351701691594,1,1,1,1,1,1,0.321684062390055,12180,1,1,1,61,62,9,69,10,0,NA,0,"m",2,2,NA,NA,NA,NA,0,0,-10.4,-30.5714333295822,5.57143332958221,-8.28571666876475,15.9714333295822,38.857149998347,-20.1714333295822,-13.857149998347,0,60,0,0
"1078",1078,"2021-02-28",35,1,0.119589161284387,1,1,1,1,1,1,0.315712383488682,12180,1,1,1,62,63,10,70,11,0,NA,0,"m",2,2,NA,NA,NA,NA,0,0,-2,-49.857149998347,7.71428333123525,-28.857149998347,9.71428333123525,78.7142999966939,-47.857149998347,-36.5714333295822,0,61,0,0
"1079",1079,"2021-03-01",36,1,0.071396403567489,1,1,1,1,1,1,-0.0471460034871984,12180,1,1,1,63,64,10,71,11,0,NA,0,"m",2,2,NA,NA,NA,NA,1,0,-2.4,-1.14285000165304,-6.71428333123525,10.5714333295822,9.11428333123525,11.7142833312353,1.25714999834696,17.2857166608175,0,62,0,1
"1080",1080,"2021-03-02",37,1,0.0862502437843459,1,1,1,1,1,1,0.300783086408145,12180,1,1,1,64,65,10,72,11,0,NA,0,"m",2,2,NA,NA,NA,NA,0,0,0.4,29.7142833312353,-8.42856667041779,-7.57143332958221,8.82856667041779,37.2857166608175,29.3142833312353,0.85713334083556,0,63,0,0
"1081",1081,"2021-03-03",38,1,0.0948289116787702,1,1,1,1,1,1,0.594513224035951,12180,1,1,1,65,66,10,73,11,0,NA,0,"m",2,2,NA,NA,NA,NA,1,0,-4,43.5714333295822,-9,-16.7142833312353,13,60.2857166608175,47.5714333295822,-7.71428333123524,0,64,0,1
"1082",1082,"2021-03-04",39,1,0.0890511610508971,1,1,1,1,1,1,0.454316541635587,12180,1,1,1,66,67,10,74,11,0,NA,0,"m",2,2,NA,NA,NA,NA,0,0,NA,-35.142850001653,-10.5,7.42856667041779,NA,42.5714166720708,NA,17.9285666704178,0,65,0,0
"1083",1083,"2021-03-05",40,1,0.151293911078933,1,1,1,1,1,1,0.16239586919105,12180,1,1,1,67,68,10,75,11,0,NA,0,"m",2,2,NA,NA,NA,NA,1,0,NA,-14.857149998347,0,4.42856667041779,NA,19.2857166687647,NA,4.42856667041778,0,66,0,1
"1084",1084,"2021-03-06",41,NA,0,NA,0,0,0,0,0,-0.366855976006636,12180,1,1,1,68,69,10,76,11,0,NA,0,"m",2,2,NA,NA,NA,NA,0,0,8.42856667041779,2.28571666876475,6,10.857149998347,14.4285666704178,13.1428666671117,-6.14285000165304,4.85714999834696,0,67,0,0
"1085",1085,"2021-03-07",42,NA,0,NA,0,0,0,0,0,0.227289222208782,12180,1,1,1,69,70,11,77,12,0,NA,0,"m",2,2,NA,NA,NA,NA,0,0,2.57143332958221,19,7.33333333333333,22,9.90476666291555,41,16.4285666704178,14.6666666666667,0,68,0,0
"1086",1086,"2021-03-08",43,0,0,0,0,0,0,0,0,0.430299667036626,12180,1,1,1,70,71,11,78,12,0,NA,0,"m",2,2,NA,NA,NA,NA,1,0,-2.71428333123525,28.857149998347,3,1,5.71428333123525,29.857149998347,31.5714333295822,-2,0,69,0,1
"1087",1087,"2021-03-09",44,0,0,0,0,0,0,0,0,0.395613650911296,12180,1,1,1,71,72,11,79,12,0,NA,0,"m",2,2,NA,NA,NA,NA,0,0,5.14285000165304,77.142850001653,-3.5,-11.2857166687648,8.64285000165303,88.4285666704178,72,-7.78571666876476,0,70,0,0
"1088",1088,"2021-03-10",45,0,0,0,0,0,0,0,0,0.21598559574135,12180,1,1,1,72,73,11,80,12,0,NA,0,"m",2,2,NA,NA,NA,NA,0,0,3.42856667041779,-8.71428333123525,NA,-10,NA,18.7142833312353,-12.142850001653,NA,0,71,0,0
"1089",1089,"2021-03-11",46,0.104359575983262,0.0554347551054001,0,1,0,1,0.104359575983262,0,0.195828505214368,12180,1,1,1,73,74,11,81,12,0,NA,0,"m",2,2,NA,NA,NA,NA,1,0,3.71428333123525,42.7142833312353,7.71428333123525,58.4285666704178,11.4285666624705,101.142850001653,39,50.7142833391825,0,72,0,1
"1090",1090,"2021-03-12",47,0,0,0,0,0,0,0,0,0.473259334006055,12180,1,1,1,74,75,11,82,12,0,NA,0,"m",2,2,NA,NA,NA,NA,0,0,-2.42856667041779,-13.5714333295822,-4.71428333123525,0.571433329582214,7.14285000165304,14.1428666591644,-11.1428666591644,5.28571666081746,0,73,0,0
"1091",1091,"2021-03-13",48,0,0,0,0,0,0,0,0,-0.623192421592228,12180,1,1,1,75,76,11,83,12,0,NA,0,"m",2,2,NA,NA,NA,NA,0,0,-2.71428333123525,-35,1.71428333123525,-18,4.4285666624705,53,-32.2857166687648,-19.7142833312352,0,74,0,0
"1092",1092,"2021-03-14",49,0,0,0,0,0,0,0,0,0.551187551187551,12180,1,1,1,76,77,12,84,13,0,NA,1,"m",2,2,NA,NA,NA,NA,0,0,-0.857149998346964,-31.4285666704178,5,-7.71428333123525,5.85714999834696,39.142850001653,-30.5714166720708,-12.7142833312352,0,75,0,1
"1093",1093,"2021-03-15",50,NA,0,NA,0,0,0,0,0,-0.0846334980550831,12180,1,1,1,77,78,12,85,13,0,NA,0,"m",2,2,NA,NA,NA,NA,1,0,-1,-36.857149998347,-5,35.7142833312353,6,72.5714333295822,-35.857149998347,40.7142833312352,0,76,0,1
"1094",1094,"2021-03-16",51,1,0.0933658349707019,1,1,1,1,1,1,-0.262628145386766,12180,1,1,1,78,79,12,86,13,0,NA,0,"m",2,2,NA,NA,NA,NA,0,0,3,64.857149998347,-2.71428333123525,1.71428333123525,5.71428333123525,66.5714333295822,61.857149998347,4.4285666624705,0,77,0,0
"1095",1095,"2021-03-17",52,1,0.096872158624223,1,1,1,1,1,1,-0.0311812932788132,12180,1,1,1,79,80,12,87,13,0,NA,0,"m",2,2,NA,NA,NA,NA,0,0,1,5.85714999834696,-4.85714999834696,-7.42856667041779,5.85714999834696,13.2857166687647,4.85714999834696,-2.57141667207082,0,78,0,0
"1096",1096,"2021-03-18",53,1,0.092417119904715,1,1,1,1,1,1,0.103348584191945,12180,1,1,1,80,81,12,88,13,0,NA,0,"m",2,2,NA,NA,NA,NA,1,0,-3.71428333123525,-4,-5.57143332958221,-13.4285666704178,9.28571666081746,17.4285666704178,-0.285716668764763,-7.85713334083556,0,79,0,1
"1097",1097,"2021-03-19",54,NA,0,NA,0,0,0,0,0,-0.0385087073828795,12180,1,1,1,81,82,12,89,13,0,NA,0,"m",2,2,NA,NA,NA,NA,0,0,-3.71428333123525,-19.857149998347,1.71428333123525,6.42856667041779,5.4285666624705,26.2857166687647,-16.1428666671117,4.71428333918254,0,80,0,0
"1098",1098,"2021-03-20",55,1,0.0888017555246164,1,1,1,1,1,1,0.174186873003734,12180,1,1,1,82,83,12,90,13,0,NA,0,"m",2,2,NA,NA,NA,NA,0,0,-5.33333333333333,-34.142850001653,4.28571666876475,-6.42856667041779,9.61905000209808,40.5714166720708,-28.8095166683197,-10.7142833391825,0,81,0,0
"1099",1099,"2021-03-21",56,1,0.0941319571334985,1,1,1,1,1,1,0.222913052981087,12180,1,1,1,83,84,13,91,14,0,NA,0,"m",2,2,NA,NA,NA,NA,0,0,-3,-31.4285666704178,3.57143332958221,1,6.57143332958221,32.4285666704178,-28.4285666704178,-2.57143332958222,0,82,0,0
"1100",1100,"2021-03-22",57,NA,0,NA,0,0,0,0,0,0.0263817595798018,12180,1,1,1,84,85,13,92,14,0,NA,0,"m",2,2,NA,NA,NA,NA,1,0,12.5,3.57143332958221,7.85714999834696,0.28571666876475,20.357149998347,3.85714999834696,-8.92856667041778,-7.57143332958222,0,83,0,1
"1101",1101,"2021-03-23",58,1,0.0871221828083968,1,1,1,1,1,1,0.223706568647665,12180,1,1,1,85,86,13,93,14,0,NA,0,"m",2,2,NA,NA,NA,NA,0,0,21.3333333333333,51.5714333295822,14.4285666704178,25.857149998347,35.7619000037511,77.4285833279292,30.2380999962489,11.4285833279292,0,84,0,0
"1102",1102,"2021-03-24",59,NA,0,NA,0,0,0,0,0,0.151678804556142,12180,1,1,1,86,87,13,94,14,0,NA,0,"m",2,2,NA,NA,NA,NA,0,0,35.5,11.4285666704178,24.2857166687647,1,59.7857166687647,12.4285666704178,-24.0714333295822,-23.2857166687648,0,85,0,0
"1103",1103,"2021-03-25",60,NA,0,NA,0,0,0,0,0,0.223445626841087,12180,1,1,1,87,88,13,95,14,0,NA,0,"m",2,2,NA,NA,NA,NA,1,0,46.8333333333333,29.5714333295822,32.7142833312353,56.2857166687647,79.5476166645686,85.857149998347,-17.2619000037511,23.5714333375295,0,86,0,1
"1104",1104,"2021-03-26",61,NA,0,NA,0,0,0,0,0,0.109650944087545,12180,1,1,1,88,89,13,96,14,0,NA,0,"m",2,2,NA,NA,NA,NA,0,0,NA,8.71428333123525,42.2857166687647,30.4285666704178,NA,39.142850001653,NA,-11.857149998347,0,87,0,0
"1185",1185,"2020-11-19",62,1,0.189477965183266,1,1,1,1,1,1,0.382167961524232,17531,1,1,0,58,59,9,33,5,0,NA,0,NA,6,2,NA,NA,NA,NA,1,0,11.4285666704178,-6.57143332958221,-2.14285000165304,-0.28571666876475,13.5714166720708,6.85714999834696,-18,1.85713333288828,0,56,0,1
"1186",1186,"2020-11-20",63,1,0.174881875866938,1,0,1,0,1,1,0.121082830660586,17531,1,1,0,59,60,9,32,5,0,NA,0,NA,6,2,NA,NA,NA,NA,0,0,13.2857166687648,-64.4285666704178,-3.71428333123525,9.66666666666667,17,74.0952333370845,-77.7142833391825,13.3809499979019,0,57,0,0
"1187",1187,"2020-11-21",64,1,0.236731729044045,1,1,1,1,1,1,0.313272955391314,17531,1,1,0,60,61,9,31,5,0,NA,0,NA,6,2,NA,NA,NA,NA,0,0,-4.28571666876475,-5.57143332958221,-10.4285666704178,20.6666666666667,14.7142833391825,26.2380999962489,-1.28571666081746,31.0952333370845,0,58,0,0
"1188",1188,"2020-11-22",65,1,0.254016082870868,1,1,1,1,1,1,0.111614910107028,17531,1,1,0,61,62,9,30,5,0,NA,0,NA,6,2,NA,NA,NA,NA,0,0,-11.142850001653,1.57143332958221,-11.2857166687648,24,22.4285666704178,25.5714333295822,12.7142833312353,35.2857166687648,0,59,0,0
"1189",1189,"2020-11-23",66,1,0.230584173891405,1,1,1,1,1,1,0.161007814605228,17531,1,1,0,62,63,10,29,5,0,NA,0,NA,6,2,NA,NA,NA,NA,1,0,-3.57143332958221,39.5714333295822,-3.14285000165304,5.33333333333333,6.71428333123525,44.9047666629155,43.1428666591644,8.47618333498636,0,60,0,1
"1190",1190,"2020-11-24",67,1,0.204483787378016,1,1,1,1,1,1,-0.125919010386276,17531,1,1,0,63,64,10,28,5,0,NA,0,NA,6,2,NA,NA,NA,NA,0,0,-2.71428333123525,41.5714333295822,3.71428333123525,14.8333333333333,6.4285666624705,56.4047666629155,44.2857166608175,11.1190500020981,0,61,0,0
"1191",1191,"2020-11-25",68,1,0.137701020919155,1,0,1,0,1,1,0.0920683373541431,17531,1,1,0,64,65,10,27,4,0,NA,0,NA,6,2,NA,NA,NA,NA,0,0,-7.71428333123525,13.4285666704178,-3.57143332958221,-22,11.2857166608175,35.4285666704178,21.142850001653,-18.4285666704178,0,62,0,0
"1192",1192,"2020-11-26",69,1,0.178822357089095,1,0,1,0,1,1,0.374874874874875,17531,1,1,0,65,66,10,26,4,0,NA,0,NA,6,2,NA,NA,NA,NA,1,0,2.28571666876475,67,-6,NA,8.28571666876475,NA,64.7142833312352,NA,0,63,0,1
"1193",1193,"2020-11-27",70,1,0.202736432112354,1,1,1,1,1,1,0.157709379623648,17531,1,1,0,66,67,10,25,4,0,NA,0,NA,6,2,NA,NA,NA,NA,0,0,6.14285000165304,13.142850001653,0.28571666876475,-26.142850001653,6.42856667041779,39.2857000033061,7,-26.4285666704178,0,64,0,0
"1194",1194,"2020-11-28",71,1,0.284916622307834,1,1,1,1,1,1,-0.146960505138046,17531,1,1,0,67,68,10,24,4,0,NA,0,NA,6,2,NA,NA,NA,NA,0,0,4.71428333123525,-30.857149998347,4,-26.7142833312353,8.71428333123525,57.5714333295822,-35.5714333295822,-30.7142833312352,0,65,0,0
"1195",1195,"2020-11-29",72,1,0.115612173586115,1,0,1,0,1,1,-0.0792675007576085,17531,1,1,0,68,69,10,23,4,0,NA,0,NA,6,2,NA,NA,NA,NA,0,0,-1.85714999834696,-57,0,-55.4285666704178,1.85714999834696,112.428566670418,-55.142850001653,-55.4285666704178,0,66,0,0
"1196",1196,"2020-11-30",73,1,0.187057123078642,1,0,1,1,1,1,0.0468730287981833,17531,1,1,0,69,70,11,22,4,0,NA,0,NA,6,2,NA,NA,NA,NA,0,0,-2,-8.28571666876475,5.57143332958221,19.5714333295822,7.57143332958221,27.857149998347,-6.28571666876476,14,0,67,0,0
"1197",1197,"2020-12-01",74,1,0.102017383262391,1,0,1,0,1,1,-0.181679389312977,17531,1,1,0,70,71,11,21,4,0,NA,0,NA,6,2,NA,NA,NA,NA,0,0,-3.42856667041779,-18.5714333295822,1.57143332958221,24.4285666704178,5,43,-15.1428666591644,22.8571333408356,0,68,0,0
"1198",1198,"2020-12-02",75,1,0.114854143827206,1,0,1,0,1,1,-0.0500703396399758,17531,1,1,0,71,72,11,20,3,0,NA,0,NA,6,2,NA,NA,NA,NA,0,0,-1.71428333123525,-31.857149998347,2,35.7142833312353,3.71428333123525,67.5714333295822,-30.1428666671117,33.7142833312352,0,69,0,0
"1199",1199,"2020-12-03",76,0,0,0,0,0,0,0,0,-0.0525420846794763,17531,1,1,0,72,73,11,19,3,0,NA,0,NA,6,2,NA,NA,NA,NA,1,0,3.42856667041779,70.5714333295822,2,36.4285666704178,5.42856667041779,107,67.1428666591644,34.4285666704178,0,70,0,1
"1200",1200,"2020-12-04",77,0,0,0,0,0,0,0,0,-0.102314704985258,17531,1,1,0,73,74,11,18,3,0,NA,0,NA,6,2,NA,NA,NA,NA,0,0,2,-33.7142833312353,-0.71428333123525,37,2.71428333123525,70.7142833312353,-35.7142833312353,37.7142833312352,0,71,0,0
"1201",1201,"2020-12-05",78,0.102759071169991,0.0413314681466926,0,0,0,0,0.102759071169991,0,0.231886002176214,17531,1,1,0,74,75,11,17,3,0,NA,0,NA,6,2,NA,NA,NA,NA,0,0,-5.71428333123525,-26,-0.142850001653035,32.5714333295822,5.85713333288829,58.5714333295822,-20.2857166687647,32.7142833312352,0,72,0,0
"1202",1202,"2020-12-06",79,0,0,0,0,0,0,0,0,-0.0695201312099889,17531,1,1,0,75,76,11,16,3,0,NA,0,NA,6,2,NA,NA,NA,NA,0,0,-2.42856667041779,-39.142850001653,-2,14,4.42856667041779,53.142850001653,-36.7142833312353,16,0,73,0,0
"1203",1203,"2020-12-07",80,0.0927638123970181,0.0412022076888127,0,0,0,0,0.0927638123970181,0,0.251566073381724,17531,1,1,0,76,77,12,15,3,0,NA,0,NA,6,2,NA,NA,NA,NA,1,0,7.28571666876475,12.857149998347,0,-4.71428333123525,7.28571666876475,17.5714333295822,5.57143332958219,-4.71428333123524,0,74,0,1
"1204",1204,"2020-12-08",81,0.0918438585675554,0.0419102917346694,0,0,0,0,0.0918438585675554,0,-0.53360882782023,17531,1,1,0,77,78,12,14,3,0,NA,0,NA,6,2,NA,NA,NA,NA,0,0,0.428566670417786,76.857149998347,-0.71428333123525,-44.4285666704178,1.14285000165304,121.285716668765,76.4285833279292,-43.7142833391825,0,75,0,0
"1205",1205,"2020-12-09",82,0,0,0,0,0,0,0,0,0.755740817168799,17531,1,1,0,78,79,12,13,2,0,NA,1,NA,6,2,NA,NA,NA,NA,1,0,-1,-9.71428333123525,2.28571666876475,-42.2857166687647,3.28571666876475,52,-8.71428333123524,-44.5714333375295,0,76,0,1
"1206",1206,"2020-12-10",83,1,0.217390463417129,1,1,1,1,1,1,-0.127478210899339,17531,1,1,0,79,80,12,12,2,0,NA,0,NA,6,2,NA,NA,NA,NA,0,0,8,46,-0.428566670417786,-35.5714333295822,8.42856667041779,81.5714333295822,38,-35.1428666591644,0,77,0,0
"1207",1207,"2020-12-11",84,1,0.201367523704285,1,1,1,1,1,1,0.102116413127172,17531,1,1,0,80,81,12,11,2,0,NA,0,NA,6,2,NA,NA,NA,NA,1,0,3.14285000165304,-2.28571666876475,2,-23.4285666704178,5.14285000165304,25.7142833391825,-5.42856667041778,-25.4285666704178,0,78,0,1
"1208",1208,"2020-12-12",85,1,0.250783587847787,1,1,1,1,1,1,0.0373452050000972,17531,1,1,0,81,82,12,10,2,0,NA,0,NA,6,2,NA,NA,NA,NA,0,0,-4.33333333333333,-9.42856667041779,-0.571433329582214,8.71428333123525,4.90476666291555,18.142850001653,-5.09523333708447,9.28571666081746,0,79,0,0
"1209",1209,"2020-12-13",86,1,0.255204517193105,1,1,1,1,1,1,0.120196741469413,17531,1,1,0,82,83,12,9,2,0,NA,0,NA,6,2,NA,NA,NA,NA,0,0,-5,-2.85714999834696,-2.42856667041779,39.5714333295822,7.42856667041779,42.4285833279292,2.14285000165304,42,0,80,0,0
"1210",1210,"2020-12-14",87,1,0.24040000121252,1,1,1,1,1,1,0.0796877028355248,17531,1,1,0,83,84,13,8,2,0,NA,0,NA,6,2,NA,NA,NA,NA,1,0,1.16666666666667,-3,-2.85714999834696,16,4.02381666501363,19,-4.16666666666666,18.857149998347,0,81,0,1
"1211",1211,"2020-12-15",88,1,0.212157678643565,1,1,1,1,1,1,0.0125595495885665,17531,1,1,0,84,85,13,7,2,0,NA,0,NA,6,2,NA,NA,NA,NA,0,0,2.83333333333333,35.142850001653,-2.28571666876475,0.71428333123525,5.11905000209808,35.8571333328883,32.3095166683197,3,0,82,0,0
"1212",1212,"2020-12-16",89,1,0.0788256387707437,1,0,1,0,1,1,0.190900098911968,17531,1,1,0,85,86,13,6,1,0,NA,0,NA,6,2,NA,NA,NA,NA,1,0,-1.5,-36.7142833312353,5.42856667041779,-8.14285000165304,6.92856667041779,44.8571333328883,-35.2142833312352,-13.5714166720708,0,83,0,1
"1213",1213,"2020-12-17",90,1,0.0827222934105614,1,0,1,0,1,1,0.237271853986551,17531,1,1,0,86,87,13,5,1,0,NA,0,NA,6,2,NA,NA,NA,NA,0,0,-1.83333333333333,-14,-3.71428333123525,25.5714333295822,5.54761666456858,39.5714333295822,-12.1666666666667,29.2857166608175,0,84,0,0
"1214",1214,"2020-12-18",91,NA,0,NA,0,0,0,0,0,0.398294762484775,17531,1,1,0,87,88,13,4,1,0,NA,0,NA,6,2,NA,NA,NA,NA,0,0,NA,-14.7142833312352,-3.85714999834696,5.57143332958221,NA,20.2857166608175,NA,9.42858332792918,0,85,0,0
"1215",1215,"2020-12-19",92,1,0.0890749694975175,1,0,1,0,1,1,-0.193249639843589,17531,1,1,0,88,89,13,3,1,0,NA,0,NA,6,2,NA,NA,NA,NA,0,0,-2.42856667041779,-38.4285666704178,2.42856667041779,-11.5714333295822,4.85713334083557,50,-36,-14,0,86,0,0
"1301",1301,"2020-12-13",68,0.173959313747107,0.0865541414884092,0,1,0,1,0.173959313747107,0,0.421443225855475,17588,1,2,0,58,59,9,9,2,2,NA,0,"m",5,2,NA,NA,NA,NA,0,0,-5,-2.85714999834696,-2.42856667041779,39.5714333295822,7.42856667041779,42.4285833279292,2.14285000165304,42,0,52,0,0
"1302",1302,"2020-12-14",69,0.181878403299137,0.0764551907371073,0,0,0,1,0.181878403299137,0,0.242176924914404,17588,1,2,0,59,60,9,8,2,2,NA,0,"m",5,2,NA,NA,NA,NA,1,0,1.16666666666667,-3,-2.85714999834696,16,4.02381666501363,19,-4.16666666666666,18.857149998347,0,53,0,1
"1303",1303,"2020-12-15",70,0.173892896206471,0.0613207690908615,0,0,0,0,0.173892896206471,0,-0.110753768844221,17588,1,2,0,60,61,9,7,2,2,NA,0,"m",5,2,NA,NA,NA,NA,0,0,2.83333333333333,35.142850001653,-2.28571666876475,0.71428333123525,5.11905000209808,35.8571333328883,32.3095166683197,3,0,54,0,0
"1304",1304,"2020-12-16",71,0.145836802760611,0.0655830872323835,0,0,0,0,0.145836802760611,0,-0.375723589001447,17588,1,2,0,61,62,9,6,1,2,NA,0,"m",5,2,NA,NA,NA,NA,1,0,-1.5,-36.7142833312353,5.42856667041779,-8.14285000165304,6.92856667041779,44.8571333328883,-35.2142833312352,-13.5714166720708,0,55,0,1
"1305",1305,"2020-12-17",72,0.141556624883592,0.0629500236605376,0,0,0,0,0.141556624883592,0,-0.839345549871731,17588,1,2,0,62,63,10,5,1,2,NA,0,"m",5,2,NA,NA,NA,NA,0,0,-1.83333333333333,-14,-3.71428333123525,25.5714333295822,5.54761666456858,39.5714333295822,-12.1666666666667,29.2857166608175,0,56,0,0
"1306",1306,"2020-12-18",73,1,0.0754241478759448,1,0,1,1,1,1,0.152531150303979,17588,1,2,0,63,64,10,4,1,2,NA,1,"m",5,2,NA,NA,NA,NA,0,0,NA,-14.7142833312352,-3.85714999834696,5.57143332958221,NA,20.2857166608175,NA,9.42858332792918,0,57,0,1
